name,address,network,protocol,token_name,token_symbol,token_address,tvl_usd,locked_usd,liquid_usd,number_of_holders,apy_1day,apy_7day,apy_30day,vault_score,vault_tvl_score,protocol_tvl_score,holder_score,network_score,asset_score
Fluid USDT,0x5C20B550819128074FD538Edf79791733ccEdd18,mainnet,fluid,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,203462893,203462893,0,915,280,305,420,74.3673572494892,81.14363979032849,84.10901622565723,59.13348534107072,100,25
Fluid WETH,0x45Df0656F8aDf017590009d2f1898eeca4F0a205,arbitrum,fluid,Wrapped Ether,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,551752,551752,0,2337,102,109,126,76.68438203850938,64.70149322273453,84.10901622565723,67.3365126913306,60,100
Fluid WETH,0x90551c1795392094FE6D29B758EcCD233cFAa260,mainnet,fluid,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,879706,879706,0,607,208,197,194,81.67087990292485,73.4963903245573,84.10901622565723,55.51996898500336,100,100
Fluid WETH,0x9272D6153133175175Bc276512B2336BE3931CE9,base,fluid,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,317707,317707,0,1822,132,152,176,70.80056191180952,61.911979596420736,84.10901622565723,65.16373001508325,20,100
Fluid Wrapped Ether,0xD3154535E4D0e179583ad694859E4e876EB12d24,polygon,fluid,Wrapped Ether,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,21,21,0,2,17,8,25,48.64360649026289,0,84.10901622565723,0,20,100
Fluid Wrapped liquid staked Ether 2.0,0x66C25Cd75EBdAA7E04816F643d8E46cecd3183c9,arbitrum,fluid,Wrapped liquid staked Ether 2.0,wstETH,0x5979D7b546E38E414F7E9822514be443A4800529,83849,83849,0,123,2,3,3,59.00181642800304,58.49460547421003,84.10901622565723,41.061925619320974,60,0
Fluid Wrapped liquid staked Ether 2.0 (PoS),0x8C618d33463f10DDAeCbA2739fCfb25d58C23243,polygon,fluid,Wrapped liquid staked Ether 2.0 (PoS),wstETH,0x03b54A6e9a984069379fae1a4fC4dBAE93B3bCCD,23,23,0,1,0,0,0,36.14360649026289,0,84.10901622565723,0,20,0
Fluid Wrapped Polygon Ecosystem Token,0x41b8B33A413681CB7d869D287E99C30c6DF775b9,polygon,fluid,Wrapped Polygon Ecosystem Token,WPOL,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,6601,6601,0,13,0,0,0,37.57498269034529,0,84.10901622565723,9.542508000549317,20,0
Fluid wstETH,0x2411802D8BEA09be0aF8fD8D08314a63e706b29C,mainnet,fluid,Wrapped liquid staked Ether 2.0,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,10478623,10478623,0,126,13,16,21,67.85595527779547,77.59460505400928,84.10901622565723,41.28951851153818,100,0
Fluid wstETH,0x896E39f0E9af61ECA9dD2938E14543506ef2c2b5,base,fluid,Wrapped liquid staked Ether 2.0,wstETH,0xc1CBa3fCea344f92D9239c08C0568f6F2F0ee452,38040,38040,0,111,3,2,3,54.11475006785373,59.79063607311652,84.10901622565723,40.08677575311688,20,0
Fox & Yaga StakeWise V3,0x7Eed3ea8D83ba4Ccc1b20674F46825ece2fce594,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,32,0,32,,0,0,155,59.1963961174387,0,85.49099029359675,0,100,100
Fraxlend FRAX (WBTC collateral),0x32467a5fc2d72D21E8DCe990906547A2b012f382,mainnet,frax,Frax,FRAX,0x853d955aCEf822Db058eb8505911ED77F175b99e,1681280,1205541,475739,26,18,16,32,64.73028262243663,75.02070227513695,76.22187708666274,24.08260888496097,100,25
Fraxlend FRAX (WETH collateral),0x794F6B13FBd7EB7ef10d1ED205c9a416910207Ff,mainnet,frax,Frax,FRAX,0x853d955aCEf822Db058eb8505911ED77F175b99e,398790,299021,99769,39,1075,1076,1070,65.09255707296204,72.95787063969144,76.22187708666274,29.248214069057703,100,25
Frax sfrxETH,0xac3E018457B222d93114458476f3E3416Abbe38F,mainnet,frax,Frax Ether,frxETH,0x5E8422345238F34275888049021821E8E08CAa1f,172544191,0,172544191,3568,344,304,325,75.80543511702473,87.75287454233332,87.75287454233332,71.02473594416495,100,0
"Frens (🤝,🤝) StakeWise V3",0x9633b4D631D363fc8337FaD80A6D0932E8767662,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,1981,0,1981,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Frontier USDC,0xD8FEaE012ffa83e6649c509F848Dc4bA0E4F3dfB,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100,100,0,,608,668,668,56.64074463884186,0,86.91436159710464,0,100,75
f(x) Protocol Morpho USDC,0x4F460bb11cf958606C69A963B4A17f9DaEEea8b6,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,253519,253519,0,35,674,703,680,74.18844350263616,66.7692120059059,86.91436159710464,27.959043084087444,100,75
Gauntlet AUSD Core,0x1B4cd53a1A8e5F50aB6320EF34E5fB4D3df7B6f6,mainnet,morpho,AUSD,AUSD,0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,1059632,1059632,0,7,464,566,537,60.219011721530826,64.76633541344482,86.91436159710464,0,100,0
Gauntlet cbBTC Core,0x6770216aC60F634483Ec073cBABC4011c94307Cb,base,morpho,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,3041580,3041377,203,120,75,101,76,60.67636946991246,70.806967838657,86.91436159710464,40.82820842226134,20,25
Gauntlet cbBTC Core,0xF587f2e8AfF7D76618d3B6B4626621860FbD54e3,mainnet,morpho,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,7933578,7933578,0,25,453,178,116,67.96137566324455,70.21163296506867,86.91436159710464,23.522029542593042,100,25
Gauntlet DAI Core,0x500331c9fF24D9d11aee6B07734Aa72343EA74a5,mainnet,morpho,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,36115921,36115921,0,107,585,670,736,77.21412065822861,73.06504516195427,86.91436159710464,39.73577991330593,100,75
Gauntlet EURC Core,0x1c155be6bC51F2c37d472d4C2Eba7a637806e122,base,morpho,EURC,EURC,0x60a3E35Cc302bFA44Cb288Bc5a4F316Fdb1adb42,721361,721361,0,51,308,262,297,54.78277514343793,63.39318449021987,86.91436159710464,32.25595737701398,20,0
Gauntlet eUSD Core,0xc080f56504e0278828A403269DB945F6c6D6E014,mainnet,morpho,Electronic Dollar,eUSD,0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,8741899,8741899,0,59,1027,1045,1018,66.70918529358819,71.86404180278787,86.91436159710464,33.804215294591685,100,0
Gauntlet Ionic USDC,0xCd347c1e7d600a9A3e403497562eDd0A7Bc3Ef21,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,52635,52635,0,89,597,484,551,65.15057560812379,64.08450117361667,86.91436159710464,37.95287156372395,20,75
Gauntlet Ionic WETH,0x9aB2d181E4b87ba57D5eD564D3eF652C4E710707,base,morpho,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,418064,418064,0,99,246,302,421,68.82547753330087,66.05756032331442,86.91436159710464,38.98813886530754,20,100
Gauntlet LBTC Core,0x0D05e6ec0A10f9fFE9229EAA785c11606a1d13Fb,base,morpho,Lombard Staked Bitcoin,LBTC,0xecAc9C5F704e954931349Da37F60E39f515c11c1,6328205,6328205,0,61,125,112,202,56.63300015901877,71.22250242466446,86.91436159710464,34.151700234960124,20,0
Gauntlet LBTC Core,0xdC94785959B73F7A168452b3654E44fEc6A750e4,mainnet,morpho,Lombard Staked Bitcoin,LBTC,0x8236a87084f8B84306f72007F36F2618A5634494,34544086,34544086,0,57,9,11,199,67.4872028827069,76.02560543837822,86.91436159710464,33.442247707929255,100,0
Gauntlet MKR Blended,0xEbFA750279dEfa89b8D99bdd145a016F6292757b,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1071,1071,0,2,544,592,620,68.30021916953109,58.29737265344613,86.91436159710464,0,100,75
Gauntlet sUSDS Core,0x0FE5b4aF0337Fd5b2E1675D5f5E8c9101E4D3c7e,base,morpho,Savings USDS,sUSDS,0x5875eEE11Cf8398102FdAd704C9E96607675467a,2667628,2667628,0,34,972,562,562,41.406414338482364,0,86.91436159710464,27.604464664270047,20,0
Gauntlet USDA Core,0x125D41A6e5dbf455cD9Df8F80BCC6fd172D52Cc6,mainnet,morpho,USDA,USDA,0x0000206329b97DB379d5E1Bf586BbDB969C63274,53854,53854,0,8,66,97,131,61.69094096956328,72.12598165360708,86.91436159710464,0,100,0
Gauntlet USDC Core,0xc0c5689e6f4D256E861F65465b691aeEcC0dEb12,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,6778261,6778260,1,994,698,669,714,69.79854048820984,70.8936627158769,86.91436159710464,59.860422041284025,20,75
Gauntlet USDC Core,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,80228527,80228527,0,425,488,495,584,80.29921063535193,79.02126734139277,86.91436159710464,52.361416854876715,100,75
Gauntlet USDC Frontier,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,19400712,19400712,0,52,660,681,716,69.86337350755055,41.764193441729375,86.91436159710464,32.4652678690854,100,75
Gauntlet USDC Prime,0xdd0f28e19C1780eb6396170735D45153D261490d,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,35844202,35844202,0,125,455,420,496,78.10501097527325,76.41059552163479,86.91436159710464,41.214314880696236,100,75
Gauntlet USDC Prime,0xeE8F4eC5672F09119b96Ab6fB59C27E1b7e44b61,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,4970547,4970547,0,515,583,501,571,68.48997429630232,68.69642531593185,86.91436159710464,54.06629729516061,20,75
Gauntlet USDT Prime,0x8CB3649114051cA5119141a34C200D65dc0Faa73,mainnet,morpho,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,11319528,11319528,0,60,389,394,485,69.89628771973238,72.04294392545685,86.91436159710464,33.97969530532769,100,25
Gauntlet WBTC Core,0x443df5eEE3196e9b2Dd77CaBd3eA76C3dee8f9b2,mainnet,morpho,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,10751230,10751230,0,53,97,64,94,69.99799341426467,73.53400416578795,86.91436159710464,32.66965294843482,100,25
Gauntlet WETH Core,0x6b13c060F13Af1fdB319F52315BbbF3fb1D88844,base,morpho,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,7153442,7153442,0,3694,291,323,375,75.20309480916055,73.69149175716443,86.91436159710464,71.32701212590533,20,100
Gauntlet WETH Core,0x4881Ef0BF6d2365D3dd6499ccd7532bcdBCE0658,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,22255494,22255494,0,215,553,543,490,82.15584933664594,77.27391429972711,86.91436159710464,46.235478919057705,100,100
Gauntlet WETH Ecosystem,0x1e6ffa4e9F63d10B8820A3ab52566Af881Dab53c,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,24158,24158,0,7,238,241,263,71.47228616448638,58.532707628222596,86.91436159710464,0,100,100
Gauntlet WETH Prime,0x2371e134e3455e0593363cBF89d3b6cf53740618,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,43184776,43184776,0,337,239,250,288,83.14338975642161,79.16968159593809,86.91436159710464,50.29139198928091,100,100
Gearbox crvUSD Lender ,0xbf2e5BeD692C09aF8B39677e315F36aDF39bD685,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,1468,1468,0,3,9491,408,180,55.21011181912737,54.43728478741884,79.556637154109,0,100,0
Gearbox DAI v3,0xe7146F53dBcae9D6Fa3555FE502648deb0B2F823,mainnet,gearbox,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,5912178,4184392,1727786,6,248,269,385,69.74343308485845,73.51829636998912,82.91193452715159,0,100,75
Gearbox ETH v3,0x04419d3509f13054f60d253E0c79491d9E683399,arbitrum,gearbox,Wrapped Ether,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,151486,114728,36758,10,273,233,246,67.5620802056981,71.98653197418727,82.91193452715159,0,60,100
Gearbox ETH v3,0x42dB77B3103c71059F4b997d6441cFB299FD0d94,optimism,gearbox,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,167981,32366,135615,7,21,22,450,67.01501787954834,69.25122034343855,82.91193452715159,0,60,100
Gearbox ETH v3,0xda0002859B2d05F66a753d8241fCDE8623f26F4f,mainnet,gearbox,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,20042231,14871079,5171152,23,312,325,341,77.78010653401282,81.36736815931704,82.91193452715159,22.279060608591784,100,100
Gearbox GHO v3,0x4d56c9cBa373AD39dF69Eb18F076b7348000AE09,mainnet,gearbox,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,1210208,886991,323217,5,377,325,431,62.815994291052846,70.13110240096105,82.91193452715159,0,100,25
Gearbox USDC.e v3,0xa76c604145D7394DEc36C49Af494C144Ff327861,arbitrum,gearbox,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,45891,18478,27413,11,22,22,22,62.6071024672217,62.83664328180531,82.91193452715159,0,60,75
Gearbox USDC.e v3,0x5520dAa93A187f4Ec67344e6D2C4FC9B080B6A35,optimism,gearbox,USD Coin,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,798,0,798,4,0,0,0,60.86018772538198,54.10206957260671,82.91193452715159,0,60,75
Gearbox USDC v3,0xda00000035fef4082F78dEF6A8903bee419FbF8E,mainnet,gearbox,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14630037,10644303,3985734,29,325,373,484,74.61758381668918,78.70757936453145,82.91193452715159,25.575294219481663,100,75
Gearbox USDT v3,0x05A811275fE9b4DE503B3311F51edF6A856D936e,mainnet,gearbox,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,4741709,3381579,1360130,10,417,377,467,63.5772034508318,73.93714819985581,82.91193452715159,0,100,25
Gearbox WBTC v3,0xda00010eDA646913F273E10E7A5d1F659242757d,mainnet,gearbox,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,2342637,1905098,437539,5,368,358,329,63.12455256972047,71.67389379429916,82.91193452715159,0,100,25
GHO aggregator,0x93eBc3cA85F96aFD72edB914e833Fe18888DE179,mainnet,yearn,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,111636,101561,10075,10,0,0,0,47.4476548616436,0,79.556637154109,0,100,25
Glocusent USDC ezETH,0x8D1c8b59947E144cad164831a9b12d1030AFCa5A,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0,0,0,,76,114,135,55.034958165076084,41.97106763117113,86.91436159710464,0,20,75
Glocusent WETH ezETH,0xc28ca6bFA6C1dfEF94989DC0D0A862eff8d71065,base,morpho,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,0,0,0,,0,0,0,58.938055887399614,45.86155624278875,86.91436159710464,0,20,100
Glocusent WETHWEETH,0x1a2970daC83a3Ce5A8c6ecaA4Fe0616724717c82,base,morpho,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,0,0,0,,0,0,0,59.26023915658395,47.47247258871047,86.91436159710464,0,20,100
Gravita x NodeSet StakeWise V3,0xE2AEECC76839692AEa35a8D119181b14ebf411c9,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,4370,0,4370,153,0,0,0,65.66246040757407,0,85.49099029359675,43.10709526756915,100,100
Hakutora cbBTC,0xba04de02ED8cecc3befb8575a95d56D901c9C602,mainnet,morpho,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,83164,83164,0,1,511,208,158,50.39074463884186,0,86.91436159710464,0,100,25
Hakutora DAI,0x42D425Fb918acBbd73B10B851979E8fc469B3e9A,mainnet,morpho,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,155774,155774,0,15,242,130,545,58.737672870148415,0,86.91436159710464,13.979521542043722,100,75
Hakutora USDC,0x974c8FBf4fd795F66B85B73ebC988A51F1A040a9,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,36181396,36181396,0,244,481,558,778,63.74845396348146,0,86.91436159710464,47.38472883093066,100,75
Hakutora USDT,0xa71D08A159258553a5Ac190d60Fa919425Ff02EA,mainnet,morpho,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,535342,535342,0,35,351,359,382,54.58460110145498,0,86.91436159710464,27.959043084087444,100,25
Hakutora WBTC,0xc82b74bC114D7e2D4047Ccf14f7a6109b654Ab91,mainnet,morpho,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,26736,26736,0,3,111,86,97,56.74390484579211,31.76580103475125,86.91436159710464,0,100,25
Hakutora WETH,0x6ACa9D74215e9512d9608aFF3e87dac0d9ce6218,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,14,14,0,7,238,254,274,67.79139231182879,40.128238364934674,86.91436159710464,0,100,100
Hop ETH,0xaa30D6bba6285d0585722e2440Ff89E23EF68864,optimism,hop,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,997070,0,997070,9526,260,313,274,78.57245133241243,75.09215445849816,79.04638361055247,79.56977997661203,60,100
Hop ETH,0x0ce6c85cF43553DE10FC56cecA0aef6Ff0DD444d,base,hop,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,521936,0,521936,39,95,152,135,65.36352174818583,71.78868096803096,79.04638361055247,29.248214069057703,20,100
Hop ETH,0x266e2dc3C4c59E42AA07afeE5B09E964cFFe6778,polygon,hop,Wrapped Ether,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,375318,0,375318,5689,402,407,440,72.4570102575776,72.8777167705745,79.04638361055247,75.08608972827798,20,100
Hop ETH,0x652d27c0F72771Ce5C76fd400edD61B406Ac6D97,arbitrum,hop,Wrapped Ether,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,1135881,0,1135881,19190,360,382,375,79.37583918832709,74.54314152663234,79.04638361055247,85.65771625853085,60,100
Hop USDC,0x022C5cE6F1Add7423268D41e08Df521D5527C2A0,base,hop,USD Base Coin,USDbC,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,513,0,513,11,0,0,0,46.39047470308384,61.35960629431423,79.04638361055247,0,20,0
Hop USDC,0x3c0FFAca566fCcfD9Cc95139FEF6CBA143795963,optimism,hop,USD Coin,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,310609,0,310609,2356,0,-140,-30,73.26198195555232,73.28678321051696,79.04638361055247,67.40714579485288,60,75
Hop USDC,0x5C32143C8B198F392d01f8446b754c181224ac26,polygon,hop,USD Coin (PoS),USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,163457,0,163457,8520,0,0,1,69.67452986953776,71.9554265672155,79.04638361055247,78.59927407915788,20,75
Hop USDC.e,0x10541b07d8Ad2647Dc6cD67abd4c03575dade261,arbitrum,hop,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,210513,0,210513,158780,0,1,-35,63.49355344422099,0,79.04638361055247,100,60,75
Hop USDT,0xB2f7d27B21a69a033f85C42d5EB079043BAadC81,polygon,hop,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,200947,0,200947,11098,177,483,243,59.92957915393906,68.38180315434073,79.04638361055247,80.89776719233282,20,0
Hop USDT,0x18f7402B673Ba6Fb5EA4B95768aABb8aaD7ef18a,arbitrum,hop,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,179050,0,179050,44400,295,358,340,69.4907177394243,66.52593865498983,79.04638361055247,92.94651042803565,60,25
Hop USDT,0xeC4B41Af04cF917b54AEb6Df58c0f8D78895b5Ef,optimism,hop,Tether USD,USDT,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,78498,0,78498,921,477,651,516,64.74737411265178,68.12594199583488,79.04638361055247,59.1908817950921,60,25
Hyperithm USDC,0x777791C4d6DC2CE140D00D2828a7C93503c67777,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17897458,17897458,0,34,540,634,788,60.781414338482364,0,86.91436159710464,27.604464664270047,100,75
Idle DAO USDC Vault,0x166d8B62E1748D04eDf39d0078F1Fe4aA01D475E,mainnet,euler,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2022,975,1047,1,592,591,590,62.59881065363232,44.790417026139494,79.41431812101105,0,100,75
Illus Capital StakeWise V3,0x0aF0a2671Bb19D4be5D6c6899EC712341E472D4B,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,580965,0,580965,,0,0,56,59.1963961174387,0,85.49099029359675,0,100,100
IMF USDS,0xdef1Fce2df6270Fdf7E1214343BeBbaB8583D43d,mainnet,morpho,USDS Stablecoin,USDS,0xdC035D45d973E3EC169d2276DDab16f1e407384F,36,36,0,1,200,527,527,47.26574463884186,0,86.91436159710464,0,100,0
IndeFi USDC,0x50b5b81Fc8B1f1873Ec7F31B0E98186ba008814D,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,205919,205919,0,3,876,792,1067,46.64074463884186,0,86.91436159710464,0,20,75
Index Coop hyETH,0x701907283a57FF77E255C3f1aAD790466B8CE4ef,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,15775992,15775992,0,30,559,512,490,77.44739116981505,68.89261316647278,86.91436159710464,26.020825984524205,100,100
IndexCoop hyETH,0xc554929a61d862F2741077F8aafa147479c0b308,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,2,138,196,240,72.50716256765389,63.70708964406014,86.91436159710464,0,100,100
Instadapp ETH v2,0xA0D3707c569ff8C87FA923d3823eC5D81c98Be78,mainnet,fluid,Liquid staked Ether 2.0,stETH,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,109766114,92919157,16846957,1258,692,601,547,71.79509937054232,83.34395818873493,83.34395818873493,61.92482971534232,100,0
Ionic Ecosystem USDC,0x23479229e52Ab6aaD312D0B03DF9F33B46753B5e,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,2732553,2732553,0,362,786,612,683,67.9811161800024,68.50338588191879,86.91436159710464,50.93129576517858,20,75
Ionic Ecosystem WETH,0x5A32099837D89E3a794a44fb131CBbAD41f87a8C,base,morpho,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,1466026,1466026,0,294,234,275,292,71.33578429983798,71.05010348178652,86.91436159710464,49.06679309759213,20,100
IS_vault StakeWise V3,0x3416ed54DaD32e3A03e115D42a61DB3378004A9b,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,0,0,0,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Jarvis jEUR,0x13f9e48e5240bA49F1f1838c81c6eB79c27FD467,base,morpho,Jarvis Synthetic Euro,jEUR,0x4154550f4Db74Dc38d1FE98e1F3F28ed6daD627d,6937,6937,0,4,213,229,211,46.94071306071143,48.374842109347874,86.91436159710464,0,20,0
Kelp aggregator,0xe2FdF0526629D85b719DCbC6EFE833b1B5b3Cb36,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2,2,0,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
KysenPool Zen 🧘 StakeWise V3,0xE2D8f982708ce1e3814C8986cBab624cA926288A,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,62617,0,62617,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Lavender.Five Nodes StakeWise V3,0x5FE23Da0835ecf01F4faF9B07fdcfd603DfBD146,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,59811,0,59811,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
LeadBlock USDC RWA,0x4cA0E178c94f039d7F202E09d8d1a655Ed3fb6b6,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,572783,572783,0,19,65,96,109,73.45370096224352,69.75101961618431,86.91436159710464,19.085016001098637,100,75
levajna reth/weth,0x04D9B67b5ff1480FC5FDC41ac6f37e7D1d332E06,mainnet,yearn,Rocket Pool ETH,rETH,0xae78736Cd615f374D3085123A210448E74Fc6393,26,26,0,3,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Lido stETH,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,mainnet,lido,Ether,ETH,0x0000000000000000000000000000000000000000,16877384198,0,16877384198,513268,289,284,294,100,100,100,100,100,100
Lido stMATIC,0x9ee91F9f426fA633d227f7a9b000E28b9dfd8599,mainnet,lido,Matic Token,MATIC,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,3666013,0,3666013,3618,0,0,0,73.10862981095178,83.22789584332494,83.22789584332494,71.14594869971208,100,0
Lido wstEth,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,mainnet,lido,Ether,ETH,0x0000000000000000000000000000000000000000,7731226964,0,7731226964,19525,289,284,290,37.87121749313125,0,0,85.80811662087498,100,100
LlamaRisk crvUSD Vault,0x67315dd969B8Cd3a3520C245837Bf71f54579C75,mainnet,morpho,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,501870,501870,0,25,274,202,819,64.46493831711994,68.35444623444565,86.91436159710464,23.522029542593042,100,0
Luganodes - Stakekit StakeWise V3,0x41adbf980d09E6E50AfFfE606E5C259DceC0Af27,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,4,0,4,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Lumetra Opportunistic USDC,0x7Fd62B11654F0DD41AD30EdDa8174366e225E712,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,9994,9994,0,3,37,43,83,46.64074463884186,0,86.91436159710464,0,20,75
Lumin Finance Arbitrum USDT,0xFE7AebD759C6e251afa44aF17de4cc88F83FF6a4,arbitrum,yearn,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,49,0,142,1,0,0,0,42.4476548616436,0,79.556637154109,0,60,25
